InChIKey,SMILES,Carcinogenicity_target
YGCOKJWKWLYHTG-UHFFFAOYSA-N,OCN(CO)c1nc(N(CO)CO)nc(N(CO)CO)n1,1
IMACFCSSMIZSPP-UHFFFAOYSA-N,O=C(CCl)c1ccccc1,0
VLPFTAMPNXLGLX-UHFFFAOYSA-N,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,1
APNSGVMLAYLYCT-UHFFFAOYSA-N,CC(C)CON=O,1
VSVAVMVWTLLTCH-YHYXMXQVSA-N,O=C1NCCN1/N=C/c1ccc([N+](=O)[O-])o1,1
CTKINSOISVBQLD-UHFFFAOYSA-N,OCC1CO1,1
OHXAOPZTJOUYKM-UHFFFAOYSA-N,C=C(C)CCl,1
AFAIELJLZYUNPW-UHFFFAOYSA-N,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,1
DVKJHBMWWAPEIU-UHFFFAOYSA-N,Cc1ccc(N=C=O)cc1N=C=O,1
CNWSQCLBDWYLAN-UHFFFAOYSA-N,CCCCNC(N)=O,0
BZXUQIDKDGGYPB-UHFFFAOYSA-N,COP(=O)(OC)N1CCOCC1,1
XTRDKALNCIHHNI-UHFFFAOYSA-N,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],1
unknown,O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,1
HQCHAOKWWKLXQH-UHFFFAOYSA-N,Nc1cc(Cl)c(N)c(Cl)c1,0
HUWXDEQWWKGHRV-UHFFFAOYSA-N,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,1
KZRHBQXJMQDNEZ-UHFFFAOYSA-N,CN(N=O)c1ccccc1,1
RAUQLNDTFONODT-UHFFFAOYSA-N,CCOC(=O)N(CC)N=O,1
SUAKHGWARZSWIH-UHFFFAOYSA-N,CCN(C=O)CC,0
YLKFDHTUAUWZPQ-UHFFFAOYSA-N,CCCN(CCC)N=O,1
MDKCFLQDBWCQCV-UHFFFAOYSA-N,S=C=NCc1ccccc1,0
JLBJTVDPSNHSKJ-UHFFFAOYSA-N,C=Cc1ccc(C)cc1,0
CBCKQZAAMUWICA-UHFFFAOYSA-N,Nc1ccc(N)cc1,0
YUEXLPFBTMPXCY-UHFFFAOYSA-N,O=NN(CC(F)(F)F)CC(F)(F)F,0
GVNWZKBFMFUVNX-UHFFFAOYSA-N,NC(=O)CCCCC(N)=O,0
NATVSFWWYVJTAZ-UHFFFAOYSA-N,Nc1c(Cl)cc(Cl)cc1Cl,0
GNOIPBMMFNIUFM-UHFFFAOYSA-N,CN(C)P(=O)(N(C)C)N(C)C,1
AJFDBNQQDYLMJN-UHFFFAOYSA-N,CCN(CC)C(C)=O,1
LXBGSDVWAMZHDD-UHFFFAOYSA-N,Cc1ncc[nH]1,1
JYJFNDQBESEHJQ-UHFFFAOYSA-N,CC1(C)OC(=O)NC1=O,0
PFEFOYRSMXVNEL-UHFFFAOYSA-N,CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
VONWDASPFIQPDY-UHFFFAOYSA-N,COP(C)(=O)OC,1
FUSGACRLAFQQRL-UHFFFAOYSA-N,CCN(N=O)C(N)=O,1
IWYRWIUNAVNFPE-UHFFFAOYSA-N,O=CC1CO1,0
YGGSSUISOYLCBF-UHFFFAOYSA-N,CCCN(N=O)C(N)=O,1
LSWOCDLIYSKTRX-UHFFFAOYSA-N,CCCCN(N=O)C(N)=O,1
SECXISVLQFMRJM-UHFFFAOYSA-N,CN1CCCC1=O,0
YGJHZCLPZAZIHH-UHFFFAOYSA-N,CCCCN(CCCC)N=O,1
CNCOEDDPFOAUMB-UHFFFAOYSA-N,C=CC(=O)NCO,0
WNYADZVDBIBLJJ-UHFFFAOYSA-N,O=NN1CCCC1,1
RCGYDFVCAAKKNG-UHFFFAOYSA-N,CN(C)CCN(Cc1ccsc1)c1ccccn1,0
JUZXDNPBRPUIOR-UHFFFAOYSA-N,C[N+](C)(C)CCCl,0
YFCDLVPYFMHRQZ-UHFFFAOYSA-N,O=NN(CCO)CCO,1
FSSPGSAQUIYDCN-UHFFFAOYSA-N,O=S1(=O)CCCO1,1
XWIYFDMXXLINPU-UHFFFAOYSA-N,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1C=COC1O2,1
ZFIVKAOQEXOYFY-UHFFFAOYSA-N,C1OC1C1CO1,0
NULAJYZBOLVQPQ-UHFFFAOYSA-N,NCCNc1cccc2ccccc12,0
ZSDSQXJSNMTJDA-UHFFFAOYSA-N,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0
NOQGZXFMHARMLW-UHFFFAOYSA-N,CN(C)NC(=O)CCC(=O)O,1
WSORODGWGUUOBO-UHFFFAOYSA-N,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,0
BBABSCYTNHOKOG-UHFFFAOYSA-N,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1
XITQUSLLOSKDTB-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,1
CRQQGFGUEAVUIL-UHFFFAOYSA-N,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,1
NQQVFXUMIDALNH-UHFFFAOYSA-N,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,0
BGNXCDMCOKJUMV-UHFFFAOYSA-N,CC(C)(C)c1cc(O)ccc1O,0
ULKFLOVGORAZDI-UHFFFAOYSA-N,CC1(C)COC1=O,1
RZILCCPWPBTYDO-UHFFFAOYSA-N,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,0
QUWSDLYBOVGOCW-UHFFFAOYSA-N,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,0
IZJDOKYDEWTZSO-UHFFFAOYSA-N,S=C=NCCc1ccccc1,0
JAEZSIYNWDWMMN-UHFFFAOYSA-N,CNC(=S)N(C)C,1
JJNZXLAFIPKXIG-UHFFFAOYSA-N,N#CC(C#N)=Cc1ccccc1Cl,0
OVSKIKFHRZPJSS-UHFFFAOYSA-N,O=C(O)COc1ccc(Cl)cc1Cl,0
GEQNZVKIDIPGCO-UHFFFAOYSA-N,COc1ccc(N)c(OC)c1,0
HOMAGVUCNZNWBC-UHFFFAOYSA-N,C=CCOC(=O)CC(C)C,1
GZGZVOLBULPDFD-UHFFFAOYSA-N,Nc1ccc(NCCO)c([N+](=O)[O-])c1,0
SBPBAQFWLVIOKP-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0
ABNDFSOIUFLJAH-UHFFFAOYSA-N,N#CSCc1ccccc1,0
CNQCWYFDIQSALX-UHFFFAOYSA-N,ClCc1cccnc1,1
DBIGHPPNXATHOF-UHFFFAOYSA-N,CS(=O)(=O)OCCCNCCCOS(C)(=O)=O,0
XJGBDJOMWKAZJS-UHFFFAOYSA-N,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,1
DIKPQFXYECAYPC-UHFFFAOYSA-N,CCCCN(CCCCO)N=O,1
DSGKTUVITPQPRT-UHFFFAOYSA-N,O=NN1CCCCC1C(=O)O,0
MGFYIUFZLHCRTH-UHFFFAOYSA-N,O=C(O)CN(CC(=O)O)CC(=O)O,1
HVHNMNGARPCGGD-UHFFFAOYSA-N,Nc1ccc(N)c([N+](=O)[O-])c1,0
CVTIZMOISGMZRJ-UHFFFAOYSA-N,O=NN1CCNCC1,1
IOEPXYJOHIZYGQ-UHFFFAOYSA-N,Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1S2,0
NJWIMFZLESWFIM-UHFFFAOYSA-N,ClCc1ccccn1,0
SMPZPKRDRQOOHT-UHFFFAOYSA-N,COc1cc2c(c3c1c(=O)c1ccccc1n3C)C=CC(C)(C)O2,1
LDYJXVUOVPVZKA-UHFFFAOYSA-N,CN(C)CCN(Cc1cccs1)c1ccccc1,0
LLROQAGEAVDYFP-UHFFFAOYSA-N,CN(C)N=Nc1ccccc1,1
HSTOKWSFWGCZMH-UHFFFAOYSA-N,Nc1ccc(-c2ccc(N)c(N)c2)cc1N,1
IZMJMCDDWKSTTK-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,1
UTSVPXMQSFGQTM-UHFFFAOYSA-N,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2,1
SXHWIUYWGJFLKB-UHFFFAOYSA-N,C#CC(OC(N)=O)(c1ccccc1)c1ccc(Cl)cc1,1
YYTNAQDGJQPZFU-UHFFFAOYSA-N,CCCCCN(N=O)C(N)=O,1
RTDCJKARQCRONF-UHFFFAOYSA-N,CCN(C)N=O,1
BTAGRXWGMYTPBY-UHFFFAOYSA-N,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,1
AUGNBQPSMWGAJE-UHFFFAOYSA-N,Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl,1
UTMWFJSRHLYRPY-UHFFFAOYSA-N,Clc1cc(Cl)cc(-c2cc(Cl)cc(Cl)c2)c1,0
RIBGNAJQTOXRDK-UHFFFAOYSA-N,Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1,1
OELWBYBVFOLSTA-UHFFFAOYSA-N,CCCCCN(CCCCC)N=O,1
AVESHLVLHJKUKQ-UHFFFAOYSA-N,CN(CCc1ccccc1)N=O,1
BETVNUCOOCCCIO-UHFFFAOYSA-N,COP(=S)(OC)SCCNC(C)=O,0
ASLWPAWFJZFCKF-UHFFFAOYSA-N,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,1
IVEXWRHLJIZLHF-UHFFFAOYSA-N,NC(=O)N(CCO)N=O,1
KYGZCKSPAKDVKC-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,1
JSPJZBZNGPDBLH-UHFFFAOYSA-N,O=NN1CCCN(N=O)C1,1
WJDNMDMNPIKDCP-UHFFFAOYSA-N,CN(N=O)c1ccccn1,1
CNXCLASNZDZCBC-UHFFFAOYSA-N,CN(N=O)c1ccncc1,0
GRYFJBRXMFVEIL-UHFFFAOYSA-N,C=CCN(CC=C)N=O,1
XKABJYQDMJTNGQ-UHFFFAOYSA-N,O=NN1CCCC1c1cccnc1,1
NTUQAPWIPIIWLT-UHFFFAOYSA-N,O=NN1CCC(=O)NC1=O,1
ZVTOLKAVCZXHFM-UHFFFAOYSA-N,CC(C(O)c1ccccc1)N(C)N=O,1
MROJXXOCABQVEF-UHFFFAOYSA-N,CC(=O)Nc1ccc(CC(=O)O)cc1,0
LGIRBUBHIWTVCK-UHFFFAOYSA-N,Clc1cc2c(c(Cl)c1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,1
RCFKQVLHWYOSFF-UHFFFAOYSA-N,O=NN1CCCCCCC1,1
CZZZABOKJQXEBO-UHFFFAOYSA-N,Cc1ccc(N)c(C)c1,0
BMIPMKQAAJKBKP-UHFFFAOYSA-N,Cc1cc(C)c(N)cc1C,1
KSMAGQUYOIHWFS-UHFFFAOYSA-N,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,0
MZZBPDKVEFVLFF-UHFFFAOYSA-N,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,1
BPICBUSOMSTKRF-UHFFFAOYSA-N,Cc1cccc(C)c1NC1=NCCCS1,0
ZQBWQLJJMGJREB-UHFFFAOYSA-N,O=CNc1nc(-c2ccc([N+](=O)[O-])o2)cs1,1
OECTYKWYRCHAKR-UHFFFAOYSA-N,C1CC2OC2CC1C1CO1,0
RJKGJBPXVHTNJL-UHFFFAOYSA-N,O=[N+]([O-])c1cccc2ccccc12,0
XPAZGLFMMUODDK-UHFFFAOYSA-N,O=[N+]([O-])c1ccc2nc[nH]c2c1,0
PHPWISAFHNEMSR-UHFFFAOYSA-N,CC(=O)Nc1cccc2c1-c1ccccc1C2,0
ICMGLRUYEQNHPF-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,0
DJKWDKJYFYUEBQ-UHFFFAOYSA-N,CC(C)(CO)CCCCCCC(C)(C)CO,0
LMIMSGCBKHFTDY-UHFFFAOYSA-N,CCN(C#N)N=O,1
BAHPQISAXRFLCL-UHFFFAOYSA-N,COc1ccc(N)cc1N,1
KFDNXHKRTQRVGV-UHFFFAOYSA-N,ClC1(Cl)C2(Cl)C3C4(Cl)C1(Cl)C1(Cl)C4(Cl)C(Cl)(Cl)C3(Cl)C21Cl,1
RJIPASZIRLEOEO-UHFFFAOYSA-N,O=NN1CCOC1,1
PREXGTBZMLDXHV-UHFFFAOYSA-N,O=NN1CCCCO1,1
VOJLELRQLPENHL-UHFFFAOYSA-N,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,0
UIDGJTUNLMQGLT-UHFFFAOYSA-N,O=NN1CC(=O)NC1=O,1
NUFNQYOELLVIPL-UHFFFAOYSA-N,O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0
DSBIJCMXAIKKKI-UHFFFAOYSA-N,Cc1ccc([N+](=O)[O-])cc1N,0
VOWZNBNDMFLQGM-UHFFFAOYSA-N,Cc1ccc(C)c(N)c1,1
RRHGJUQNOFWUDK-UHFFFAOYSA-N,C=CC(=C)C,1
MNIGYIKCFSPQRJ-UHFFFAOYSA-N,CC(O)CN(CC(C)O)N=O,1
ATCGGEJZONJOCL-UHFFFAOYSA-N,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1,0
JOATXPAWOHTVSZ-UHFFFAOYSA-N,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,0
ISCYHXYLVTWDJT-UHFFFAOYSA-N,Nc1ccc(N(CCO)CCO)cc1,0
JWFMCQPAQYKFDP-UHFFFAOYSA-N,NC(=O)N(CC(=O)O)N=O,1
AKRYBBWYDSDZHG-UHFFFAOYSA-N,CC(=O)CN(CC(C)=O)N=O,1
LVTKHGUGBGNBPL-UHFFFAOYSA-N,Cc1c(N)nc(C)c2c1[nH]c1ccccc12,1
SLTNUKIKMOOUID-UHFFFAOYSA-N,CN(N=O)C(=O)c1ccccc1,1
FLAQQSHRLBFIEZ-UHFFFAOYSA-N,CN(CCCC(=O)c1cccnc1)N=O,1
CKNAQFVBEHDJQV-UHFFFAOYSA-N,Cc1c(-c2cnccn2)ssc1=S,0
RZCKTPORLKUFGY-UHFFFAOYSA-N,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)NCCO)n2)c1C,1
GOPFSGIKKZFUJK-UHFFFAOYSA-N,CN(N=O)c1cccnc1,0
WDKXLLJDNUBYCY-UHFFFAOYSA-N,CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1,0
NGHTXZCKLWZPGK-UHFFFAOYSA-N,Cc1cccc(C)c1NC(=O)CN1CCCC1=O,0
WNTRMRXAGJOLCU-UHFFFAOYSA-N,O=C1OC(O)C(C(Cl)Cl)=C1Cl,1
FCYWOYUDCUKTJC-UHFFFAOYSA-N,CCN(CC(F)(F)F)N=O,1
USZDDJLVNDSPSY-UHFFFAOYSA-N,O=NN(CCCC(F)(F)F)CCCC(F)(F)F,1
CLPFFLWZZBQMAO-UHFFFAOYSA-N,N#Cc1ccc(C2CCCc3cncn32)cc1,0
ZKFQEACEUNWPMT-UHFFFAOYSA-N,CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,0
DMEPDNFRHUGNPT-UHFFFAOYSA-N,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,0
YGNXYFLJZILPEK-UHFFFAOYSA-N,ON=C1CCCC1,1
GVYLCNUFSHDAAW-UHFFFAOYSA-N,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,1
IKEHOXWJQXIQAG-UHFFFAOYSA-N,Cc1ccc(O)c(C(C)(C)C)c1,0
BAOXJBYPTRZNSH-YWEYNIOJSA-N,NC(=O)N/N=C/c1ccco1,0
BGPPUXMKKQMWLV-UHFFFAOYSA-N,COc1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl,0
JPIYZTWMUGTEHX-UHFFFAOYSA-N,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,1
JRIFTVNYAPUKTK-UHFFFAOYSA-N,O=NN1CC=CCO1,1
CHUGKEQJSLOLHL-UHFFFAOYSA-N,OCC(CO)(CBr)CBr,1
WHKUVVPPKQRRBV-UHFFFAOYSA-N,Cc1cc(Cl)ccc1OCC(=O)O,0
RQKFYFNZSHWXAW-UHFFFAOYSA-N,Cc1ccc(N)cc1Cl,0
FZTUYJOGFLNTCH-UHFFFAOYSA-N,NC(=O)OCC(COC(N)=O)c1ccccc1,1
NYPJDWWKZLNGGM-UHFFFAOYSA-N,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0
TWVUMMQUXMYOOH-UHFFFAOYSA-N,Cn1cc(OCC(O)CNC(C)(C)C)c2ccccc2c1=O,0
FXGQUGCFZKMIJW-UHFFFAOYSA-N,Nc1c(F)c(N)c(F)c(F)c1F,0
HGZHAINHFBFXIU-UHFFFAOYSA-N,Cc1ccc2c(-c3cccc(O)c3)nc(=O)n(C(C)C)c2c1,0
JQUKCPUPFALELS-UHFFFAOYSA-N,COc1cc(S(C)=O)ccc1-c1nc2ccncc2[nH]1,1
MUNSLZPCNUVWCH-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)(C)CN(C)Cc2ccccc2)C1c1cc([N+](=O)[O-])ccc1F,0
OTTHUQAYARCXLP-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C1c1cccc([N+](=O)[O-])c1,0
BATOPAZDIZEVQF-MQQKCMAXSA-N,C/C=C/C=C/C=O,1
BAFKRPOFIYPKBQ-UHFFFAOYSA-N,Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1,0
WVDDGKGOMKODPV-UHFFFAOYSA-N,OCc1ccccc1,0
HNDVDQJCIGZPNO-YFKPBYRVSA-N,N[C@@H](Cc1cnc[nH]1)C(=O)O,0
AKZHPJMVGQRYGX-UHFFFAOYSA-N,NNc1nc(-c2ccc(N)cc2)cs1,1
UBUCNCOMADRQHX-UHFFFAOYSA-N,O=NN(c1ccccc1)c1ccccc1,1
APUDBKTWDCXQJA-QIDMFYOTSA-N,C[C@H]1CCC[C@@H](C)N1CCCC(O)(c1ccccc1)c1ccccn1,0
UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1,1
WAPNOHKVXSQRPX-UHFFFAOYSA-N,CC(O)c1ccccc1,1
MHGOKSLTIUHUBF-UHFFFAOYSA-M,CCCCC(CC)COS(=O)(=O)[O-],0
NUIURNJTPRWVAP-UHFFFAOYSA-N,Cc1cc(-c2ccc(N)c(C)c2)ccc1N,1
KRKNYBCHXYNGOX-UHFFFAOYSA-L,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-],0
KJPRLNWUNMBNBZ-QPJJXVBHSA-N,O=C/C=C/c1ccccc1,0
CVHZOJJKTDOEJC-UHFFFAOYSA-M,O=C1N=S(=O)([O-])c2ccccc21,1
QXNDZONIWRINJR-UHFFFAOYSA-N,C1CCCNCCC1,0
IEPRKVQEAMIZSS-WAYWQWQTSA-N,CCOC(=O)/C=C\C(=O)OCC,0
HBGGXOJOCNVPFY-UHFFFAOYSA-N,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,1
FZNCGRZWXLXZSZ-CIQUZCHMSA-N,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,0
ZLCUIOWQYBYEBG-UHFFFAOYSA-N,Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O,1
XTXFAVHDQCHWCS-UHFFFAOYSA-N,CCOc1ccc(NC(C)=O)cc1N,0
ZINRVIQBCHAZMM-UHFFFAOYSA-N,Nc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O,1
WSWCOQWTEOXDQX-MQQKCMAXSA-N,C/C=C/C=C/C(=O)O,0
LMBWSYZSUOEYSN-UHFFFAOYSA-M,CCN(CC)C(=S)[S-],0
MAXCWSIJKVASQC-UHFFFAOYSA-N,CN(N=O)c1ccccc1,1
MPDGHEJMBKOTSU-YKLVYJNSSA-N,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,0
CDGNLUSBENXDGG-UHFFFAOYSA-N,COc1ccc(N)c(C)c1,1
NNJPGOLRFBJNIW-HNNXBMFYSA-N,CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,0
OROGSEYTTFOCAN-DNJOTXNNSA-N,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,0
SNICXCGAKADSCV-JTQLQIEISA-N,CN1CCC[C@H]1c1cccnc1,0
LVWZTYCIRDMTEY-UHFFFAOYSA-M,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C,0
BBNQQADTFFCFGB-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,1
HYBBIBNJHNGZAN-UHFFFAOYSA-N,O=Cc1ccco1,1
BBFQZRXNYIEMAW-UHFFFAOYSA-M,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)[O-])cc3c(c12)OCO3,1
LLEMOWNGBBNAJR-UHFFFAOYSA-N,Oc1ccccc1-c1ccccc1,1
UPZFHUODAYGHDZ-RMKNXTFCSA-M,COc1ccc(C(=O)/C(Br)=C\C(=O)[O-])cc1,1
LAINPTZBIXYTIZ-UHFFFAOYSA-L,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,0
QEVHRUUCFGRFIF-MDEJGZGSSA-N,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,1
XPHPBNGAXWJHHP-UHFFFAOYSA-N,O=C(Nc1ccc2c(c1)Cc1ccccc1-2)C(F)(F)F,1
MIWUTEVJIISHCP-UHFFFAOYSA-N,O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO,0
BOSMZFBHAYFUBJ-UHFFFAOYSA-N,Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,0
RGPBUVUVZKQNHD-MDZDMXLPSA-N,CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC(OCCO)C1OC(OCCO)CC1OCCO,0
PCEAPJVBSINMNW-UHFFFAOYSA-N,Brc1cc(-c2ccc(Br)c(Br)c2Br)cc(Br)c1Br,0
CVBMAZKKCSYWQR-WCGOZPBSSA-N,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,0
NCMZQTLCXHGLOK-ZKHIMWLXSA-N,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,1
GSCLMSFRWBPUSK-UHFFFAOYSA-N,CC1CC(=O)O1,1
QELUYTUMUWHWMC-UHFFFAOYSA-N,CC1=NN(c2ccccc2)C(=O)C1,0
VOVIALXJUBGFJZ-VXKMTNQYSA-N,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1
PIAOLBVUVDXHHL-VOTSOKGWSA-N,O=[N+]([O-])/C=C/c1ccccc1,0
KQSABULTKYLFEV-UHFFFAOYSA-N,Nc1cccc2c(N)cccc12,1
IKGXIBQEEMLURG-NVPNHPEKSA-N,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0
